Year,Xpath,Type,Description,Line,MinOccur,MaxOccur
2013,/Return/ReturnData/IRS990ScheduleD/ExplanationProvidedInd,CheckboxType,"Part XIII contains an explanation for Part IV, Line 2b",Part IV Line 2b,0,
2013,/Return/ReturnData/IRS990ScheduleD/TotalBookValueSecuritiesAmt,USAmountType,Total of book value,Part VII Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/GrantsOrScholarshipsAmt,USAmountType,Grants or scholarships,Part V Line 1d,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,USAmountType,Investment earnings or losses,Part V Line 1c,0,
2013,/Return/ReturnData/IRS990ScheduleD/OtherLiabilitiesOrgGrp/Amt,USAmountType,Amount,Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleD/DonatedServicesAndUseFcltsAmt,USAmountType,Donated services and use of facilities,Part XI Line 2b,0,
2013,/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/DepreciationAmt,USAmountType,Depreciation,Part VI Column (c),0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/ContributionsAmt,USAmountType,Contributions,Part V Line 1b,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/EndYearBalanceAmt,USAmountType,End of year balance,Part V Line 1g,0,
2013,/Return/ReturnData/IRS990ScheduleD/TotalRevenuePerForm990Amt,USAmountType,"Total revenue (Form 990, Part 1, Line 12). Add lines 3 and 4c",Part XI Line 5,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/ContributionsAmt,USAmountType,Contributions,Part V Line 1b,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/AdministrativeExpensesAmt,USAmountType,Administrative expenses,Part V Line 1f,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/EndYearBalanceAmt,USAmountType,End of year balance,Part V Line 1g,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/OtherExpendituresAmt,USAmountType,Other expenditures,Part V Line 1e,0,
2013,/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsVlEOYAmt,USAmountType,Enter the aggregate value of assets held in all donor advised funds at the end of the tax year,Part I Line 4 Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/ContributionsAmt,USAmountType,Contributions,Part V Line 1b,0,
2013,/Return/ReturnData/IRS990ScheduleD/StaffHoursSpentEnforcementCnt,DecimalNNType,Staff hours devoted to monitoring or enforcing easements during the year,Part II Line 6,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/GrantsOrScholarshipsAmt,USAmountType,Grants or scholarships,Part V Line 1d,0,
2013,/Return/ReturnData/IRS990ScheduleD/OtherAssetsOrgGrp/Desc,LineExplanationType,Description,Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsVlEOYAmt,USAmountType,Enter the aggregate value of assets held in all funds and other accounts at the end of the tax year,Part I Line 4 Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/OtherExpendituresAmt,USAmountType,Other expenditures,Part V Line 1e,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,USAmountType,Investment earnings or losses,Part V Line 1c,0,
2013,/Return/ReturnData/IRS990ScheduleD/CollUsedLoanOrExchProgInd,CheckboxType,Collection used for loan or exchange programs,Part III Line 3d,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,USAmountType,Investment earnings or losses,Part V Line 1c,0,
2013,/Return/ReturnData/IRS990ScheduleD/TermEndowmentBalanceEOYPct,RatioType,Term endowment EOY balance,Part V Line 2c,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/AdministrativeExpensesAmt,USAmountType,Administrative expenses,Part V Line 1f,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/EndYearBalanceAmt,USAmountType,End of year balance,Part V Line 1g,0,
2013,/Return/ReturnData/IRS990ScheduleD/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType,Form part and line number reference,Part XIII,0,
2013,/Return/ReturnData/IRS990ScheduleD/TotExpnsEtcAuditedFinclStmtAmt,USAmountType,"Total Expenses, and Losses per audited financial statments",Part XII Line 1,0,
2013,/Return/ReturnData/IRS990ScheduleD/CollectionUsedPubExhibitionInd,CheckboxType,Collection used for public exhibition,Part III Line 3a,0,
2013,/Return/ReturnData/IRS990ScheduleD/FederalIncomeTaxLiabilityAmt,USAmountType,Federal income tax liability,Part X Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleD/Section170hRqrStsfdInd,BooleanType,Does each conservation easement reported on line 2(d) above satisfy the requirements of section 170(h)(4)(B)(i) and 170(h)(4)(B)(ii)?,Part II Line 8,0,
2013,/Return/ReturnData/IRS990ScheduleD/NetUnrealizedGainsInvstAmt,USAmountType,Net unrealized gains on investments,Part XI Line 2a,0,
2013,/Return/ReturnData/IRS990ScheduleD/CollectionUsedOtherPurposesGrp/OtherPurposesDesc,LineExplanationType,,,,
2013,/Return/ReturnData/IRS990ScheduleD/PreservationPublicUseInd,CheckboxType,Preservation for  public use,Part II Line 1,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/ContributionsAmt,USAmountType,Contributions,Part V Line 1b,0,
2013,/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp/Desc,LineExplanationType,Description,Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleD/OtherAssetsOrgGrp/BookValueAmt,USAmountType,Book value,Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/BeginningYearBalanceAmt,USAmountType,Beginning of year balance,Part V Line 1a,0,
2013,/Return/ReturnData/IRS990ScheduleD/TotalBookValueProgramRltdAmt,USAmountType,Total of book value,Part VIII Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleD/HeldWorksArtGrp/RevenuesIncludedAmt,USAmountType,"Revenues on Form 990, Part VIII, line 1",Part III Line 1b(i) OR Line 2a,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/OtherExpendituresAmt,USAmountType,Other expenditures,Part V Line 1e,0,
2013,/Return/ReturnData/IRS990ScheduleD/ExpensesNotReportedAmt,USAmountType,"Total amounts, add lines 2a through 2d",Part XII Line 2e,0,
2013,/Return/ReturnData/IRS990ScheduleD/RecoveriesPriorYearGrantsAmt,USAmountType,Recoveries of prior year grants,Part XI Line 2c,0,
2013,/Return/ReturnData/IRS990ScheduleD/BuildingsGrp/DepreciationAmt,USAmountType,Depreciation,Part VI Column (c),0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/AdministrativeExpensesAmt,USAmountType,Administrative expenses,Part V Line 1f,0,
2013,/Return/ReturnData/IRS990ScheduleD/LossesReportedAmt,USAmountType,Losses reported,Part XII Line 2c,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYEndwmtFundGrp/GrantsOrScholarshipsAmt,USAmountType,Grants or scholarships,Part V Line 1d,0,
2013,/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsHeldCnt,IntegerNNType,Enter the total number of donor advised funds maintained at the end of the tax year,Part I Line 1 Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/BeginningYearBalanceAmt,USAmountType,Beginning of year balance,Part V Line 1a,0,
2013,/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncldAmt,USAmountType,"Investment expenses not included on Form 990, Part VIII, line 7b",Part XI Line 4a,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/EndYearBalanceAmt,USAmountType,End of year balance,Part V Line 1g,0,
2013,/Return/ReturnData/IRS990ScheduleD/TotalRevEtcAuditedFinclStmtAmt,USAmountType,"Total revenue, gains and other support per audited financial statments",Part XI Line 1,0,
2013,/Return/ReturnData/IRS990ScheduleD/OtherRevenueAmt,USAmountType,Other revenues,Part XI Line 2d,0,
2013,/Return/ReturnData/IRS990ScheduleD/TotalBookValueLandBuildingsAmt,USAmountType,Total of book value,Part VI Line 1,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus1YrEndwmtFundGrp/GrantsOrScholarshipsAmt,USAmountType,Grants or scholarships,Part V Line 1d,0,
2013,/Return/ReturnData/IRS990ScheduleD/DonatedServicesUseFcltsAmt,USAmountType,Donated Services and Use of Facilities,Part XII Line 2a,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/BeginningYearBalanceAmt,USAmountType,Beginning of year balance,Part V Line 1a,0,
2013,/Return/ReturnData/IRS990ScheduleD/RevenueNotReportedFinclStmtAmt,USAmountType,"Total amounts, add lines 4a and 4b",Part XI Line 4c,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/EndYearBalanceAmt,USAmountType,End of year balance,Part V Line 1g,0,
2013,/Return/ReturnData/IRS990ScheduleD/CollectionUsedOtherPurposesGrp/CollectionUsedOtherPurposesInd,CheckboxType,,,,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus2YrEndwmtFundGrp/AdministrativeExpensesAmt,USAmountType,Administrative expenses,Part V Line 1f,0,
2013,/Return/ReturnData/IRS990ScheduleD/EndingBalanceAmt,USAmountType,Ending balance,Part IV Line 1f,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/BeginningYearBalanceAmt,USAmountType,Beginning of year balance,Part V Line 1a,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus3YrEndwmtFundGrp/OtherExpendituresAmt,USAmountType,Other expenditures,Part V Line 1e,0,
2013,/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncld2Amt,USAmountType,"Investment expenses not included on Form 990, Part VIII, line 7b",Part XII Line 4a,0,
2013,/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsGrantsAmt,USAmountType,Grants from funds and other accounts,Part I Line 3 Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleD/ExpensesSubtotalAmt,USAmountType,Part XII line 1 minus Part XII line 2e,Part XII Line 3,0,
2013,/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/GrantsOrScholarshipsAmt,USAmountType,Grants or scholarships,Part V Line 1d,0,
2013,/Return/ReturnData/IRS990ScheduleN/AttorneyGeneralNotifiedInd,BooleanType,"If ""Yes,"" did the organization provide such notice?",Part I Line 4b,0,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/FairMarketValueOfAssetAmt,USAmountType,Fair market value of asset(s) distributed or amount of transactional expenses,Column (c),0,
2013,/Return/ReturnData/IRS990ScheduleN/DirectorOfSuccessor2Ind,BooleanType,Become a director or trustee of a successor or transferee organization?,Part II Line 2a,0,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/MethodOfFMVDeterminationTxt,ShortExplanationType,Method of determining FMV for asset(s) distributed or transactional expenses,Column (d),0,
2013,/Return/ReturnData/IRS990ScheduleN/OwnerOfSuccessor2Ind,BooleanType,Become a direct or indirect owner of a successor or transferee organization?,Part II Line 2c,0,
2013,/Return/ReturnData/IRS990ScheduleN/AssetsDistributedInd,BooleanType,Did the organization distribute its assets in accordance with its governing instruments?,Part I Line 3,0,
2013,/Return/ReturnData/IRS990ScheduleN/OwnerOfSuccessorInd,BooleanType,Become a direct or indirect owner of a successor or transferee organization?,Part I Line 2c,0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/MethodOfFMVDeterminationTxt,ShortExplanationType,Method of determining FMV for asset(s) distributed or transactional expenses,Column (d),0,
2013,/Return/ReturnData/IRS990ScheduleN/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType,"Form, part and line number reference",Part III,0,
2013,/Return/ReturnData/IRS990ScheduleN/EmployeeOfSuccessor2Ind,BooleanType,"Become an employee of, or independent contractor for, a successor or transferee organization?",Part II Line 2b,0,
2013,/Return/ReturnData/IRS990ScheduleN/SupplementalInformationDetail/ExplanationTxt,ExplanationType,"Form, part and line number reference explanation",Part III,0,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/BusinessName,BusinessNameType,Name - Business,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/BondsOutstandingInd,BooleanType,Did the organization have any tax-exempt bonds outstanding during the year?,Part I Line 6a,0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/PersonNm,PersonNameType,Name - Person,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/PersonNm,PersonNameType,Name - Person,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/ForeignAddress,ForeignAddressType,Address - Foreign,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/ReceiveCompensation2Ind,BooleanType,"Receive, or become entitled to, compensation or other similar payments as a result of the organization's significant disposition of assets?",Part II Line 2d,0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress,USAddressType,Address - US,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/FairMarketValueOfAssetAmt,USAmountType,Fair market value of asset(s) distributed or amount of transactional expenses,Column (c),0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/AssetsDistriOrExpnssPaidDesc,ShortExplanationType,Description of asset(s) distributed or transactional expenses paid,Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/EIN,EINType,EIN of recipient (if tax-exempt),Column (e),0,
2013,/Return/ReturnData/IRS990ScheduleN/LiabilitiesPaidInd,BooleanType,Did the organization discharge or pay all liabilities in accordance with state laws?,Part I Line 5,0,
2013,/Return/ReturnData/IRS990ScheduleN/DirectorOfSuccessorInd,BooleanType,Become a director or trustee of a successor or transferee organization?,Part I Line 2a,0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/DistributionDt,DateType,Date of distribution,Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/ForeignAddress,ForeignAddressType,Address - Foreign,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/IRCSectionTxt,LineExplanationType,IRC code section of recipient(s) (if tax-exempt) or type of entity ,Column (g),0,
2013,/Return/ReturnData/IRS990ScheduleN/RequiredToNotifyAGInd,BooleanType,Is the organization required to notify the attorney general or other appropriate state official of its intent to dissolve?,Part I Line 4a,0,
2013,/Return/ReturnData/IRS990ScheduleN/EmployeeOfSuccessorInd,BooleanType,"Become an employee of, or independent contractor for, a successor or transferee organization?",Part I Line 2b,0,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/DistributionDt,DateType,Date of distribution,Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/USAddress,USAddressType,Address - US,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/IRCSectionTxt,LineExplanationType,IRC code section of recipient(s) (if tax-exempt) or type of entity ,Column (g),0,
2013,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/BusinessName,BusinessNameType,Name - Business,Column (f),,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/EIN,EINType,EIN of recipient (if tax-exempt),Column (e),0,
2013,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/AssetsDistriOrExpnssPaidDesc,ShortExplanationType,Description of asset(s) distributed or transactional expenses paid,Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleN/ReceiveCompensationInd,BooleanType,"Receive, or become entitled to, compensation or other similar payments as a result of the organization's liquidation, termination, or dissolution?",Part I Line 2d,0,
2013,/Return/ReturnData/IRS990ScheduleN/BondLiabilitiesDischargedInd,BooleanType,Did the organization discharge or defease tax-exempt bond liabilities in accordance with the Internal Revenue Code and state laws?,Part I Line 6b,0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/ShareOfTotalIncomeAmt,USAmountType,Share of total income ($),Part VI Column (f),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/EIN,EINType,EIN,Part IV Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/ReceiptOfIntAnntsRntsRyltsInd,BooleanType,"Receipt of interest, annuities, rents, royalties?",Part V Line 1a,0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/EIN,EINType,EIN,Part VI Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/SupplementalInformationDetail/ExplanationTxt,ExplanationType,"Form, part and line number reference explanation",Part VII,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/EIN,EINType,EIN,Part III Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/UBICodeVAmt,USAmountType,Code V amount,Part VI Column (i),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/PrimaryActivitiesTxt,LineExplanationType,"Primary business activity, product or service",Part III Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/EIN,EINType,EIN,Part I Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/LegalDomicileStateCd,StateType,Legal domicile - State,Part IV Column (c),,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/PrimaryActivitiesTxt,LineExplanationType,Primary activities,Part II Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/ShareOfEOYAssetsAmt,USAmountType,Share of end-of-year assets ($),Part VI Column (g),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/USAddress,USAddressType,Address - US address of disregarded entity,Part II Column (a),,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/USAddress,USAddressType,Address - US address of disregarded entity,Part I Column (a),,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/ShareOfEOYAssetsAmt,USAmountType,Share of end-of-year assets ($),Part III Column (g),0,
2013,/Return/ReturnData/IRS990ScheduleR/AssetExchangeInd,BooleanType,Exchange of assets?,Part V Line 1i,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/LegalDomicileStateCd,StateType,Legal domicile - State,Part III Column (c),,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/EndOfYearAssetsAmt,USAmountType,End-of-year assets ($),Part I Column (e),0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/OwnershipPct,RatioType,Percentage ownership,Part VI Column (k),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/LegalDomicileForeignCountryCd,CountryType,Legal domicile - Foreign Country,Part I Column (c),,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/LegalDomicileStateCd,StateType,Legal domicile - State,Part I Column (c),,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/OwnershipPct,RatioType,Percentage ownership,Part III Column (k),0,
2013,/Return/ReturnData/IRS990ScheduleR/TransferToOtherOrgInd,BooleanType,Other transfer of cash or property to other organization?,Part V Line 1r,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/RelatedOrganizationName,BusinessNameType,Name of disregarded entity,Part IV Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/AssetPurchaseFromOtherOrgInd,BooleanType,Purchase of assets from other organization?,Part V Line 1h,0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/PredominateIncomeDesc,ShortExplanationType,"Predominate income (related, investment, unrelated)",Part VI Column (d),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/ForeignAddress,ForeignAddressType,Address - Foreign address of disregarded entity,Part II Column (a),,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/LegalDomicileForeignCountryCd,CountryType,Legal domicile - Foreign Country,Part VI Column (c),,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/ForeignAddress,ForeignAddressType,Address - Foreign address of disregarded entity,Part VI Column (a),,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/GeneralOrManagingPartnerInd,BooleanType,General or managing partner?,Part VI Column (j),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/ForeignAddress,ForeignAddressType,Address - Foreign address of disregarded entity,Part IV Column (a),,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/BusinessName,BusinessNameType,Name of Business,Part VI Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/DisproportionateAllocationsInd,BooleanType,Disproportionate allocations?,Part VI Column (h),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/PrimaryActivitiesTxt,LineExplanationType,"Primary activity, product or service",Part IV Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/DirectControllingEntityName,BusinessNameType,Direct controlling entity business name,Part IV Column (d),,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/PrimaryActivitiesTxt,LineExplanationType,Nature of activities,Part I Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleR/RentalOfFacilitiesToOthOrgInd,BooleanType,"Lease of facilities, equipment, or other assets to other organizations?",Part V Line 1j,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/OwnershipPct,RatioType,Percentage ownership,Part IV Column (h),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/PredominantIncomeTypeTxt,ShortDescriptionType,"Predominant income (related, investment, unrelated)",Part III Column (e),0,
2013,/Return/ReturnData/IRS990ScheduleR/PerformOfServicesForOthOrgInd,BooleanType,Performance of services or membership or fundraising solicitations for other organizations?,Part V Line 1l,0,
2013,/Return/ReturnData/IRS990ScheduleR/GiftGrntCapContriFromOthOrgInd,BooleanType,"Gift, grant, or capital contribution from other organization?",Part V Line 1c,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/GeneralOrManagingPartnerInd,BooleanType,General or managing partner? (Y-N),Part III Column (j),0,
2013,/Return/ReturnData/IRS990ScheduleR/TransactionsRelatedOrgGrp/MethodOfAmountDeterminationTxt,ShortExplanationType,Method of determining amount involved,Part V Line 2 Column (d),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/DisproportionateAllocationsInd,BooleanType,Disproportionate allocations? (Y-N),Part III Column (h),0,
2013,/Return/ReturnData/IRS990ScheduleR/ReimbursementPaidByOtherOrgInd,BooleanType,Reimbursement paid by other organization for expenses?,Part V Line 1q,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/USAddress,USAddressType,Address - US address of disregarded entity,Part IV Column (a),,
2013,/Return/ReturnData/IRS990ScheduleR/RentalOfFcltsFromOthOrgInd,BooleanType,"Lease of facilities, equipment, or other assets from other organizations?",Part V Line 1k,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/DirectControllingNACd,StringType,Direct controlling entity - Literal for not applicable,Part IV Column (d),,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/DirectControllingEntityName,BusinessNameType,Direct controlling entity business name,Part II Column (f),,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/LegalDomicileForeignCountryCd,CountryType,Legal domicile - Foreign Country,Part II Column (c),,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/AllPartnersC3SInd,BooleanType,All partners c3s?,Part VI Column (e),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/DirectControllingNACd,StringType,Direct controlling entity - Literal for not applicable,Part II Column (f),,
2013,/Return/ReturnData/IRS990ScheduleR/LoansOrGuaranteesFromOthOrgInd,BooleanType,Loans or loan guarantees by other organization?,Part V Line 1e,0,
2013,/Return/ReturnData/IRS990ScheduleR/TransactionsRelatedOrgGrp/OtherOrganizationName,BusinessNameType,Name of other organization,Part V Line 2 Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/DirectControllingEntityName,BusinessNameType,Direct controlling entity business name,Part III Column (d),,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblCorpTrGrp/ShareOfEOYAssetsAmt,USAmountType,Share of end-of-year assets ($),Part IV Column (g),0,
2013,/Return/ReturnData/IRS990ScheduleR/TransferFromOtherOrgInd,BooleanType,Other transfer of cash or property from other organization?,Part V Line 1s,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/ControlledOrganizationInd,BooleanType,512(b)(13) controlled organization? (Y-N),Part II Column (g),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/ForeignAddress,ForeignAddressType,Address - Foreign address of disregarded entity,Part III Column (a),,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/DirectControllingNACd,StringType,Direct controlling entity - Literal for not applicable,Part I Column (f),,
2013,/Return/ReturnData/IRS990ScheduleR/IdDisregardedEntitiesGrp/TotalIncomeAmt,USAmountType,Total income ($),Part I Column (d),0,
2013,/Return/ReturnData/IRS990ScheduleR/TransactionsRelatedOrgGrp/TransactionTypeTxt,TextType,"Transaction type, enter up to five characters",Part V Line 2 Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleR/PaidEmployeesSharingInd,BooleanType,Sharing of paid employees?,Part V Line 1o,0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedTaxExemptOrgGrp/EIN,EINType,EIN,Part II Column (a),0,
2013,/Return/ReturnData/IRS990ScheduleR/UnrelatedOrgTxblPartnershipGrp/PrimaryActivitiesTxt,LineExplanationType,Primary activity,Part VI Column (b),0,
2013,/Return/ReturnData/IRS990ScheduleR/IdRelatedOrgTxblPartnershipGrp/DirectControllingNACd,StringType,Direct controlling entity - Literal for not applicable,Part III Column (d),,
2013,/Return/ReturnData/IRS990ScheduleR/DivRelatedOrganizationInd,BooleanType,Dividends from related organization(s)? (Y-N),Part V Line 1f,0,
